account_id,label,scheme,t0_amount,t0_direction,t0_country,t0_hour,t0_gap_hours,t1_amount,t1_direction,t1_country,t1_hour,t1_gap_hours,t2_amount,t2_direction,t2_country,t2_hour,t2_gap_hours,t3_amount,t3_direction,t3_country,t3_hour,t3_gap_hours,t4_amount,t4_direction,t4_country,t4_hour,t4_gap_hours,t5_amount,t5_direction,t5_country,t5_hour,t5_gap_hours,t6_amount,t6_direction,t6_country,t6_hour,t6_gap_hours,t7_amount,t7_direction,t7_country,t7_hour,t7_gap_hours,t8_amount,t8_direction,t8_country,t8_hour,t8_gap_hours,t9_amount,t9_direction,t9_country,t9_hour,t9_gap_hours,t10_amount,t10_direction,t10_country,t10_hour,t10_gap_hours,t11_amount,t11_direction,t11_country,t11_hour,t11_gap_hours,t12_amount,t12_direction,t12_country,t12_hour,t12_gap_hours,t13_amount,t13_direction,t13_country,t13_hour,t13_gap_hours,t14_amount,t14_direction,t14_country,t14_hour,t14_gap_hours,t15_amount,t15_direction,t15_country,t15_hour,t15_gap_hours,t16_amount,t16_direction,t16_country,t16_hour,t16_gap_hours,t17_amount,t17_direction,t17_country,t17_hour,t17_gap_hours,t18_amount,t18_direction,t18_country,t18_hour,t18_gap_hours,t19_amount,t19_direction,t19_country,t19_hour,t19_gap_hours,t20_amount,t20_direction,t20_country,t20_hour,t20_gap_hours,t21_amount,t21_direction,t21_country,t21_hour,t21_gap_hours,t22_amount,t22_direction,t22_country,t22_hour,t22_gap_hours,t23_amount,t23_direction,t23_country,t23_hour,t23_gap_hours,t24_amount,t24_direction,t24_country,t24_hour,t24_gap_hours,t25_amount,t25_direction,t25_country,t25_hour,t25_gap_hours,t26_amount,t26_direction,t26_country,t26_hour,t26_gap_hours,t27_amount,t27_direction,t27_country,t27_hour,t27_gap_hours,t28_amount,t28_direction,t28_country,t28_hour,t28_gap_hours,t29_amount,t29_direction,t29_country,t29_hour,t29_gap_hours
115,0,clean,37.26,IN,US,22,30.6,20.0,IN,GB,12,27.2,49.3,OUT,CA,14,14.0,34.87,OUT,US,18,14.6,5.24,OUT,US,21,15.4,282.13,OUT,GB,18,55.1,130.45,IN,CA,19,39.3,40.41,OUT,US,8,64.5,55.43,OUT,US,19,34.2,21.38,IN,US,14,56.2,212.0,IN,US,15,62.0,249.09,IN,US,9,50.2,61.89,OUT,US,18,63.5,123.82,IN,US,21,48.8,62.82,OUT,US,22,52.3,18.74,OUT,GB,8,71.2,39.27,OUT,CA,21,68.4,60.68,IN,US,11,52.1,37.95,OUT,US,19,61.5,45.84,IN,CA,8,28.0,50.75,IN,GB,14,28.5,51.18,IN,US,12,22.4,56.93,IN,US,15,45.6,23.37,IN,GB,22,46.1,30.77,IN,US,10,39.8,19.54,IN,US,17,55.8,119.37,IN,US,20,49.6,10.13,OUT,CA,9,12.6,137.4,IN,US,21,64.6,165.52,IN,US,12,52.9
616,0,clean,68.65,OUT,GB,12,22.9,231.26,IN,US,8,40.1,50.46,IN,US,9,34.8,159.88,OUT,US,12,60.3,109.87,IN,GB,13,27.4,98.33,OUT,US,18,56.8,10.92,OUT,GB,19,32.6,114.82,IN,GB,20,35.4,49.3,IN,CA,10,35.6,38.28,OUT,US,20,58.0,16.67,IN,US,16,41.5,54.35,OUT,CA,8,63.7,56.08,IN,US,12,38.0,19.25,IN,US,15,35.4,16.8,OUT,US,15,28.9,80.58,OUT,US,18,16.4,109.66,OUT,US,12,38.2,63.58,IN,US,10,53.9,137.09,IN,US,8,69.1,50.95,OUT,US,21,39.8,52.28,OUT,CA,21,25.9,26.22,IN,GB,8,30.7,15.67,IN,GB,20,41.7,240.74,OUT,US,10,25.3,134.97,IN,US,10,39.7,17.92,IN,CA,18,29.9,61.84,OUT,US,10,66.0,50.4,OUT,CA,20,61.9,43.85,IN,CA,19,60.8,39.36,IN,US,12,65.0
606,0,clean,32.45,OUT,US,19,69.0,148.39,OUT,CA,20,28.0,36.54,OUT,US,16,63.6,35.31,OUT,US,14,21.3,43.92,OUT,US,11,62.4,33.19,IN,US,11,25.2,105.4,OUT,CA,9,55.7,67.61,OUT,US,11,34.9,36.86,IN,US,11,29.1,93.65,IN,US,22,56.7,43.81,OUT,US,17,19.5,41.99,IN,US,9,29.3,56.77,OUT,US,8,20.2,79.1,OUT,US,16,41.3,74.58,OUT,US,12,41.7,40.83,OUT,CA,18,35.2,107.52,IN,CA,8,26.2,45.7,IN,CA,11,49.9,32.33,OUT,US,9,57.9,16.87,OUT,US,21,27.3,119.89,OUT,CA,19,31.3,55.14,IN,GB,22,21.9,64.63,OUT,CA,14,54.5,126.05,OUT,CA,12,14.1,37.27,OUT,US,17,58.9,18.18,IN,US,14,69.0,57.73,IN,US,16,18.5,69.85,IN,US,9,17.9,44.24,OUT,GB,21,44.6,177.5,IN,US,12,67.1
180,0,clean,21.11,OUT,US,19,59.1,39.73,IN,GB,16,29.6,83.72,OUT,GB,17,40.1,58.73,OUT,US,10,24.8,27.63,OUT,CA,20,47.7,54.87,IN,GB,20,18.9,16.03,IN,CA,11,55.3,137.03,OUT,US,11,60.3,46.33,IN,US,12,66.1,133.6,IN,US,20,31.9,35.83,OUT,CA,11,45.7,35.91,IN,CA,22,53.1,29.63,OUT,CA,12,29.8,110.05,IN,US,21,43.4,30.95,OUT,GB,8,67.1,91.44,OUT,GB,14,36.3,40.21,OUT,CA,11,14.3,11.24,IN,US,22,47.3,34.6,OUT,GB,11,30.0,21.26,IN,US,20,44.8,56.1,OUT,CA,22,25.7,21.07,IN,US,13,20.3,114.52,OUT,US,19,15.2,50.76,OUT,CA,17,15.0,47.37,IN,US,14,32.1,92.27,OUT,US,19,21.6,118.05,OUT,US,16,61.5,53.73,OUT,US,8,68.2,29.46,OUT,US,18,41.6,13.21,IN,US,9,71.4
301,0,clean,54.08,OUT,US,22,13.2,45.08,OUT,US,19,54.1,80.75,OUT,CA,21,42.9,21.25,OUT,US,8,65.9,53.33,IN,US,15,40.8,74.91,IN,US,11,61.6,56.06,OUT,GB,13,25.5,160.38,OUT,CA,15,55.9,101.41,OUT,CA,9,54.0,54.27,OUT,US,9,52.2,64.93,OUT,US,8,14.1,69.17,IN,US,15,52.6,75.39,OUT,US,19,45.3,12.67,OUT,US,10,22.6,42.9,OUT,GB,15,32.9,16.65,IN,GB,10,21.8,151.81,IN,US,17,14.0,52.0,OUT,US,22,66.1,46.77,OUT,CA,12,49.5,111.88,OUT,US,21,50.9,76.54,OUT,GB,21,47.9,22.13,OUT,US,12,56.9,51.59,IN,US,10,61.9,41.76,OUT,US,18,35.0,13.52,IN,US,9,50.9,31.43,IN,US,20,36.3,47.14,OUT,US,8,55.1,49.8,OUT,US,22,68.5,16.68,IN,US,15,65.9,137.19,OUT,US,21,68.2
759,0,clean,182.73,IN,US,16,66.7,67.38,OUT,US,11,69.3,87.19,OUT,US,8,30.1,48.92,OUT,US,17,22.7,68.82,OUT,US,17,44.7,115.16,OUT,US,17,25.1,24.61,OUT,US,15,49.1,67.48,OUT,US,13,32.3,95.28,OUT,US,10,23.4,187.89,OUT,US,17,26.5,259.38,IN,GB,19,19.2,57.74,OUT,US,22,46.0,135.76,OUT,US,14,24.8,6.45,IN,GB,10,41.8,189.01,OUT,GB,22,38.5,30.55,OUT,US,15,39.1,45.02,IN,US,21,46.5,77.7,IN,US,12,33.4,48.29,IN,GB,21,38.2,63.89,IN,GB,14,49.5,194.45,IN,US,13,56.6,40.15,IN,US,14,42.3,22.88,OUT,US,16,59.2,232.94,OUT,US,22,31.9,83.21,OUT,GB,9,50.8,254.12,OUT,US,15,18.3,108.95,OUT,US,22,33.7,18.94,OUT,GB,16,43.9,91.5,IN,CA,12,13.8,24.85,IN,US,10,30.8
712,0,clean,12.41,OUT,GB,13,34.5,35.26,OUT,CA,11,41.0,49.02,IN,US,17,26.8,148.88,IN,CA,8,24.1,50.38,OUT,US,14,71.5,46.65,OUT,US,15,30.8,74.32,OUT,CA,9,15.0,43.99,IN,US,10,25.0,104.42,IN,CA,17,45.1,265.99,OUT,US,20,65.1,315.02,OUT,US,13,54.1,59.01,IN,CA,10,32.6,71.49,OUT,US,20,28.7,193.08,OUT,GB,15,24.2,48.43,OUT,US,18,49.8,94.01,OUT,GB,10,14.0,22.02,OUT,US,11,71.8,42.58,OUT,US,13,69.9,137.67,OUT,CA,16,52.6,30.74,OUT,US,14,36.6,49.28,IN,US,14,37.0,15.5,OUT,CA,13,32.7,271.68,OUT,US,11,17.7,149.97,OUT,GB,9,31.4,63.46,OUT,US,18,60.1,81.94,IN,CA,14,69.5,74.94,OUT,CA,21,51.3,165.25,OUT,CA,18,53.0,36.05,IN,US,14,59.8,98.08,OUT,US,19,13.1
723,0,clean,119.78,OUT,US,22,54.9,119.18,OUT,US,21,59.3,404.6,IN,US,17,26.0,9.34,IN,US,10,33.3,99.55,OUT,US,10,45.4,11.3,IN,GB,10,47.1,222.56,IN,CA,10,18.2,80.66,OUT,US,10,44.3,25.49,IN,US,19,17.9,101.92,OUT,GB,8,39.4,35.08,IN,US,21,16.6,69.43,IN,US,12,65.8,64.38,IN,US,16,59.9,220.38,OUT,US,20,20.6,233.21,IN,US,17,70.9,33.86,OUT,GB,13,31.5,127.29,OUT,CA,11,64.8,72.52,IN,GB,15,47.6,17.63,OUT,US,16,28.1,31.28,IN,US,18,33.5,353.87,OUT,GB,17,35.6,72.7,IN,US,11,18.6,121.49,OUT,GB,20,59.4,46.08,OUT,US,15,31.1,35.45,IN,CA,8,70.6,55.8,OUT,GB,16,26.8,44.13,OUT,GB,20,61.3,16.53,IN,CA,11,24.2,24.47,IN,US,13,65.9,96.19,IN,CA,22,65.7
685,0,clean,52.0,IN,US,14,62.5,66.22,OUT,US,8,41.9,75.32,IN,US,18,26.1,63.07,IN,GB,18,41.5,45.31,OUT,US,9,27.2,52.16,OUT,US,13,23.7,35.06,OUT,US,18,34.0,70.15,OUT,GB,21,12.5,45.75,IN,US,22,22.1,63.08,IN,GB,11,40.7,121.59,IN,US,14,46.9,30.95,IN,US,8,26.5,88.0,IN,CA,9,41.8,56.07,OUT,US,10,62.4,275.05,OUT,CA,9,55.6,45.92,OUT,CA,17,20.8,95.21,IN,US,11,64.7,55.27,IN,CA,8,23.4,17.98,IN,GB,19,61.6,36.0,IN,US,14,48.7,110.43,IN,US,12,26.4,38.62,IN,US,13,66.3,9.24,IN,GB,20,24.6,53.24,OUT,US,10,12.9,22.79,OUT,US,15,39.5,60.67,OUT,US,10,65.5,188.84,OUT,GB,11,61.6,101.04,IN,US,22,26.7,186.67,IN,US,20,34.4,34.84,IN,CA,18,56.0
979,1,round_trip,82.34,IN,GB,15,42.4,31.17,OUT,GB,21,32.1,60.37,OUT,CA,19,44.8,95388.58,OUT,BY,14,50.9,90947.06,IN,VE,18,74.5,31.51,OUT,US,9,61.5,35.71,IN,US,21,63.1,75060.08,OUT,NG,17,79.9,71820.41,IN,RU,4,62.0,148.49,IN,US,16,24.5,21.75,OUT,US,20,45.5,16561.85,OUT,BY,23,117.1,16076.39,IN,SY,11,47.4,69579.08,OUT,KP,3,91.6,66475.09,IN,IR,22,61.1,100.22,IN,GB,18,39.7,54.55,IN,CA,19,70.8,34.45,IN,GB,15,51.8,20.61,OUT,CA,10,13.0,189212.98,OUT,CU,3,50.9,178016.77,IN,KP,2,84.3,116750.5,OUT,BY,16,63.5,112034.01,IN,CU,12,95.7,21.82,IN,US,11,24.8,30.24,IN,US,11,47.7,48.42,OUT,CA,14,22.5,188416.57,OUT,RU,7,99.0,176746.2,IN,BY,17,92.9,88.48,IN,US,13,70.3,42.94,IN,CA,15,70.7
517,0,clean,121.78,IN,US,14,50.9,210.33,OUT,GB,11,65.2,41.95,OUT,GB,8,36.2,18.33,IN,US,9,51.6,72.72,IN,US,9,51.5,246.42,IN,US,14,52.7,37.28,IN,CA,22,18.8,94.58,OUT,GB,12,12.3,95.26,OUT,US,15,40.5,63.63,OUT,US,15,70.7,54.9,IN,US,20,22.2,26.08,IN,CA,20,49.2,8.8,OUT,CA,16,34.8,22.43,IN,US,16,21.6,39.96,OUT,US,18,44.8,131.36,IN,US,19,23.8,50.27,OUT,US,8,52.9,36.05,OUT,CA,12,43.7,26.77,OUT,US,17,13.7,92.34,OUT,CA,9,40.6,161.85,OUT,CA,13,56.8,127.84,OUT,GB,20,38.4,88.67,OUT,US,16,62.9,16.77,OUT,US,10,65.9,41.21,IN,GB,8,31.7,259.26,OUT,US,13,47.8,133.96,IN,US,9,16.7,15.96,IN,GB,14,34.1,52.22,OUT,US,8,26.2,73.0,OUT,US,18,16.0
984,1,round_trip,30.95,IN,US,8,69.1,35.94,IN,CA,15,20.7,86.84,IN,US,15,67.0,8.66,IN,US,10,64.1,62726.91,OUT,NG,10,88.7,59963.21,IN,BY,3,58.7,61.92,OUT,US,21,16.3,26.94,OUT,CA,14,28.9,63.6,OUT,US,9,36.8,71.92,IN,US,17,22.4,14.44,IN,GB,22,26.4,259728.31,OUT,VE,0,53.5,247814.78,IN,NG,15,84.2,45.54,OUT,US,14,15.1,61.83,IN,US,10,35.6,58.58,IN,US,14,50.4,139568.21,OUT,VE,9,45.2,135009.53,IN,KP,1,72.2,49.51,IN,US,21,35.5,20.56,OUT,CA,8,33.3,23.22,OUT,GB,21,44.3,18.13,IN,US,17,31.5,85.05,OUT,CA,18,25.4,262447.96,OUT,KP,13,59.9,256781.49,IN,SY,22,90.7,49.78,IN,GB,20,40.8,52.38,OUT,US,12,34.1,13.95,IN,US,19,22.1,53.15,IN,US,22,52.0,90.64,IN,US,21,46.3
45,0,clean,21.41,OUT,US,19,53.9,12.92,IN,CA,17,12.5,84.2,OUT,GB,21,18.0,100.22,OUT,US,11,27.6,34.43,OUT,US,13,28.2,6.87,OUT,US,14,23.0,35.27,OUT,US,21,54.0,74.7,OUT,US,17,36.0,16.72,OUT,US,21,19.9,63.22,OUT,US,16,18.0,53.93,OUT,US,10,37.9,86.78,IN,CA,20,60.0,60.08,OUT,CA,10,12.6,25.07,OUT,GB,19,71.7,142.2,OUT,US,12,30.9,48.09,OUT,US,14,45.7,53.42,IN,US,11,17.9,25.88,OUT,US,15,60.8,38.3,OUT,US,13,56.7,26.9,OUT,US,8,45.6,47.54,OUT,GB,11,36.7,214.73,OUT,US,20,46.6,18.22,OUT,GB,15,29.1,15.02,OUT,US,14,58.5,177.14,OUT,US,21,48.8,46.18,OUT,CA,18,22.1,31.97,OUT,US,9,48.7,125.45,IN,US,13,21.7,33.63,OUT,GB,18,51.2,235.29,OUT,US,19,35.7
909,0,clean,25.98,IN,US,16,54.6,188.84,OUT,US,13,45.0,17.44,OUT,GB,14,68.8,338.59,IN,US,16,42.4,34.57,IN,GB,16,46.1,193.38,OUT,CA,22,45.4,42.76,OUT,GB,8,47.5,103.54,OUT,CA,17,66.3,166.67,IN,US,10,62.1,166.0,IN,US,10,43.9,34.21,OUT,CA,21,57.9,27.5,OUT,CA,14,52.0,51.16,IN,US,18,40.3,19.29,OUT,US,15,60.4,66.12,OUT,CA,17,18.0,28.31,OUT,US,9,60.7,129.82,OUT,US,15,47.9,34.6,OUT,US,13,35.9,13.55,IN,US,21,68.5,167.46,OUT,US,16,58.6,63.22,OUT,GB,14,25.2,55.89,OUT,GB,12,13.7,131.04,OUT,US,9,30.6,109.65,IN,US,18,19.4,29.68,OUT,GB,10,64.6,38.1,OUT,US,8,64.7,22.41,OUT,GB,20,50.7,16.92,OUT,US,17,21.0,86.74,OUT,US,8,15.5,74.72,IN,US,16,38.4
157,0,clean,33.56,OUT,US,10,15.8,87.71,IN,CA,17,52.4,75.77,IN,GB,17,52.7,72.64,OUT,CA,12,50.7,58.27,IN,CA,20,21.5,52.97,OUT,GB,14,55.0,368.96,OUT,US,9,24.8,140.81,IN,CA,12,39.7,97.35,OUT,US,13,68.7,59.71,OUT,US,21,68.8,122.21,IN,CA,20,64.4,82.63,OUT,US,16,25.7,55.75,OUT,US,21,53.0,42.83,IN,US,15,66.7,51.18,OUT,US,21,34.6,4.32,OUT,GB,16,29.4,64.62,IN,US,19,67.0,36.94,IN,GB,19,18.5,195.22,IN,US,13,42.1,55.45,IN,CA,17,55.5,21.09,IN,US,8,61.9,52.46,IN,US,11,29.4,23.64,IN,US,20,24.3,79.74,IN,GB,12,61.4,68.91,IN,CA,19,47.2,117.48,IN,US,9,25.3,29.0,OUT,CA,16,17.7,56.1,IN,GB,8,40.0,18.32,IN,US,17,48.4,95.7,IN,CA,11,17.5
851,0,clean,70.11,OUT,US,14,61.0,132.0,OUT,CA,13,62.8,109.26,OUT,US,8,68.0,59.0,OUT,CA,14,65.2,69.6,OUT,US,21,35.5,71.16,IN,CA,11,15.6,16.85,OUT,US,12,18.8,48.18,IN,US,8,28.1,66.6,IN,GB,19,21.5,78.79,IN,CA,15,14.2,26.06,OUT,US,14,29.3,19.79,OUT,US,13,53.9,45.26,OUT,GB,20,23.9,263.46,IN,CA,16,19.6,28.35,OUT,GB,18,32.5,139.65,OUT,US,18,24.5,193.99,IN,US,14,24.1,56.62,OUT,CA,22,23.0,31.69,IN,CA,21,14.4,82.29,IN,US,13,59.2,63.82,IN,GB,20,65.4,27.46,OUT,GB,15,54.0,32.23,OUT,US,21,58.5,78.48,OUT,GB,22,70.3,115.21,IN,US,16,22.8,42.17,OUT,US,16,48.1,51.66,IN,US,9,59.7,93.22,OUT,GB,9,40.3,47.56,OUT,GB,20,28.0,42.97,OUT,US,19,68.4
171,0,clean,77.39,OUT,GB,17,22.3,107.24,OUT,US,18,42.1,74.75,OUT,CA,20,61.8,78.48,OUT,US,18,48.4,15.4,OUT,GB,15,15.9,56.84,OUT,CA,17,53.1,80.13,OUT,US,14,45.4,97.82,IN,US,11,66.5,31.38,IN,CA,15,41.1,32.23,IN,US,21,46.3,34.49,OUT,CA,10,22.5,83.86,OUT,GB,17,24.7,124.85,OUT,US,17,29.3,39.41,IN,US,19,38.8,112.89,OUT,US,22,61.4,60.27,IN,US,11,37.8,49.43,OUT,CA,21,40.0,46.1,IN,US,9,66.2,99.21,IN,US,18,36.6,70.84,OUT,US,21,60.2,337.19,OUT,US,11,67.9,27.61,OUT,GB,16,34.2,82.64,OUT,CA,22,47.7,35.75,IN,US,15,20.8,27.24,OUT,GB,18,69.8,54.13,OUT,GB,8,47.3,60.94,IN,GB,22,60.9,563.71,OUT,US,16,35.9,47.12,IN,CA,22,20.3,22.11,OUT,GB,19,65.0
16,0,clean,49.29,IN,US,10,57.0,25.42,OUT,US,10,62.9,15.1,OUT,US,14,16.0,64.25,IN,GB,10,69.0,29.81,OUT,US,15,52.7,17.5,OUT,US,16,57.8,32.55,OUT,US,11,34.0,22.98,IN,US,15,69.6,210.55,OUT,US,12,43.1,110.53,OUT,US,17,58.5,54.25,OUT,US,9,29.1,178.39,IN,CA,10,20.1,58.08,OUT,US,20,65.9,27.41,OUT,US,19,52.9,184.66,OUT,US,22,15.9,84.03,IN,US,20,30.0,23.81,IN,US,11,33.7,46.89,IN,CA,8,59.5,27.1,OUT,US,15,33.7,18.06,OUT,US,17,60.2,114.54,IN,US,14,65.1,251.52,OUT,GB,14,72.0,17.83,OUT,US,10,58.1,85.66,IN,CA,15,70.3,32.44,OUT,US,22,52.8,36.98,OUT,GB,10,61.7,33.99,IN,CA,16,58.1,27.35,IN,US,16,66.6,56.76,IN,US,13,21.2,28.09,IN,US,16,68.1
511,0,clean,33.43,OUT,US,8,69.2,28.62,IN,US,10,66.7,183.6,OUT,CA,13,21.0,17.44,IN,US,10,13.1,10.44,OUT,US,19,37.3,21.71,IN,GB,12,59.9,15.92,OUT,US,19,62.3,74.36,OUT,US,9,50.8,40.91,OUT,US,18,29.2,45.8,OUT,US,10,69.4,137.32,OUT,CA,15,60.5,31.4,IN,GB,10,37.7,101.5,OUT,US,15,60.3,182.92,IN,US,10,69.7,37.92,OUT,GB,18,27.3,98.46,OUT,US,18,57.5,44.99,OUT,US,17,39.6,114.35,OUT,GB,15,48.2,15.53,IN,GB,20,48.2,14.64,OUT,US,19,24.2,39.92,OUT,CA,16,23.8,26.81,OUT,CA,16,42.7,36.11,OUT,US,13,46.9,45.8,OUT,US,16,42.8,97.13,OUT,GB,9,64.2,39.4,OUT,US,10,66.7,28.24,IN,US,8,56.6,41.21,OUT,GB,11,41.5,29.51,OUT,US,19,40.8,25.86,IN,US,17,49.9
48,0,clean,92.79,OUT,GB,19,38.3,139.6,OUT,US,16,41.4,63.11,OUT,US,21,32.9,19.35,OUT,US,9,61.9,75.17,OUT,US,21,43.9,32.42,OUT,CA,8,27.8,35.77,OUT,CA,19,58.6,87.28,IN,GB,21,23.1,147.03,OUT,US,13,33.8,55.54,OUT,CA,11,55.3,69.9,OUT,GB,10,43.4,213.1,OUT,CA,18,48.8,66.19,IN,GB,18,31.3,437.62,IN,US,21,16.0,85.83,IN,CA,11,13.9,13.35,OUT,CA,18,17.9,99.75,OUT,GB,12,41.4,74.06,IN,GB,19,14.9,153.21,IN,CA,22,16.3,93.55,IN,CA,20,65.4,48.87,OUT,GB,19,50.3,20.5,OUT,US,20,68.3,46.19,OUT,US,16,54.5,27.65,IN,US,9,14.4,34.31,OUT,US,9,68.7,87.43,OUT,CA,11,55.5,207.66,IN,GB,18,23.6,74.87,OUT,GB,14,68.9,20.97,OUT,US,18,56.8,77.92,OUT,US,10,39.5
971,1,layering,89035.42,IN,JP,1,0.5,88145.06,OUT,NG,0,1.0,86364.35,IN,SY,5,2.0,84583.65,OUT,KP,5,1.5,15.06,IN,GB,22,59.1,64312.51,IN,FR,2,0.5,63669.39,OUT,KP,6,1.0,62383.14,IN,IR,2,2.0,61096.88,OUT,BY,4,1.5,52.11,IN,US,12,70.2,272.8,IN,CA,16,34.0,157314.99,IN,DE,4,0.5,155741.84,OUT,SY,6,1.0,152595.54,IN,SY,6,2.0,149449.24,OUT,CU,3,1.5,94345.55,IN,DE,6,0.5,93402.1,OUT,BY,6,1.0,91515.19,IN,SY,6,2.0,89628.28,OUT,KP,1,1.5,164877.21,IN,CH,4,0.5,163228.44,OUT,RU,3,1.0,159930.9,IN,NG,6,2.0,156633.35,OUT,NG,4,1.5,40732.38,IN,CH,2,0.5,40325.06,OUT,RU,6,1.0,39510.41,IN,SY,3,2.0,38695.76,OUT,VE,2,1.5,60.06,IN,GB,12,37.1,28.08,OUT,US,14,71.9,51.23,IN,GB,22,51.6
940,0,clean,13.95,IN,US,15,39.7,137.34,OUT,GB,18,65.6,11.82,IN,US,18,70.4,14.67,IN,US,11,66.5,126.55,OUT,US,11,25.3,253.67,IN,CA,8,21.2,43.27,IN,CA,13,40.6,52.59,OUT,US,11,13.8,112.91,OUT,US,8,65.5,68.82,OUT,CA,10,55.8,40.51,OUT,US,11,21.5,37.03,IN,US,8,50.4,15.59,OUT,US,10,39.0,65.78,OUT,US,13,68.6,50.73,IN,GB,21,15.8,38.46,OUT,CA,9,37.2,24.5,OUT,US,13,36.2,26.56,OUT,CA,17,28.6,89.54,OUT,US,19,69.6,110.53,OUT,CA,9,43.4,42.03,IN,GB,15,65.1,38.63,IN,CA,15,43.3,27.58,OUT,CA,14,69.0,115.52,OUT,US,11,23.6,55.97,IN,US,13,38.7,73.28,OUT,US,19,18.9,72.73,OUT,US,12,25.7,42.68,IN,US,8,53.5,21.49,OUT,US,10,43.3,24.61,IN,CA,16,43.0
515,0,clean,237.54,OUT,US,18,58.2,76.53,OUT,GB,15,69.2,44.75,OUT,US,13,30.4,106.48,IN,US,8,35.9,107.75,IN,US,14,63.5,202.48,OUT,US,12,71.8,52.68,IN,US,8,49.6,47.82,IN,US,22,63.5,30.8,OUT,CA,18,32.1,83.93,OUT,CA,21,34.5,15.82,OUT,US,13,15.3,101.58,OUT,US,18,49.1,87.38,OUT,CA,13,34.4,87.19,OUT,US,21,41.1,60.98,OUT,US,17,60.3,186.12,OUT,US,15,17.8,109.68,OUT,US,22,28.0,33.59,OUT,US,19,46.0,34.08,IN,US,19,23.4,27.01,OUT,CA,20,59.4,84.86,OUT,US,8,62.8,24.53,OUT,US,15,20.3,129.89,OUT,US,12,16.3,157.34,IN,US,9,52.5,27.03,OUT,US,10,18.0,47.07,OUT,US,11,38.2,55.33,IN,GB,9,41.1,110.74,IN,US,17,59.0,197.84,OUT,US,9,66.4,14.18,OUT,US,11,71.8
952,1,smurfing,172136.69,IN,US,12,48.0,9181.95,OUT,CA,8,2.4,12272.22,OUT,CH,12,4.3,9558.14,OUT,US,12,5.9,10824.06,OUT,CA,13,4.7,11071.95,OUT,GB,14,5.6,9336.74,OUT,FR,8,5.5,12345.78,OUT,US,12,0.8,9890.99,OUT,AU,14,3.8,9505.92,OUT,CA,13,4.2,10588.16,OUT,US,20,0.7,11195.21,OUT,CA,9,2.7,10605.59,OUT,DE,19,4.7,11113.17,OUT,FR,10,0.7,12290.0,OUT,US,17,5.7,10838.81,OUT,AU,20,4.2,10217.17,OUT,GB,11,4.4,25.45,OUT,GB,13,15.8,84.15,OUT,CA,13,31.0,93.43,OUT,GB,9,30.3,41.78,OUT,US,18,68.7,57.34,OUT,US,19,38.3,34.42,OUT,CA,11,16.8,22.73,OUT,US,15,47.3,36.68,OUT,US,18,47.7,57.92,IN,US,12,49.5,16.78,OUT,US,16,15.2,38.89,OUT,US,8,71.8,58.57,IN,US,17,20.6,141.99,OUT,CA,21,24.4
480,0,clean,52.28,OUT,US,18,35.8,19.35,OUT,GB,11,30.7,109.58,OUT,GB,15,23.8,98.97,IN,US,18,15.3,31.8,OUT,GB,21,34.9,96.16,IN,US,15,56.7,73.69,IN,US,10,52.2,19.6,OUT,US,12,69.9,27.57,OUT,US,20,29.6,135.72,IN,CA,15,59.8,69.93,IN,GB,18,64.0,34.76,IN,US,8,36.9,27.47,OUT,US,11,24.3,36.15,IN,US,14,69.0,38.26,OUT,CA,8,52.1,27.75,OUT,US,9,29.6,13.55,IN,CA,13,47.1,135.91,IN,US,21,57.2,118.69,OUT,CA,17,23.2,19.72,IN,US,21,16.3,60.89,OUT,US,10,41.5,26.53,IN,CA,10,32.9,44.29,OUT,US,14,59.8,41.44,IN,US,10,47.8,38.77,OUT,US,22,64.8,271.06,OUT,US,9,32.9,38.39,OUT,CA,22,45.1,28.6,OUT,CA,13,35.4,29.66,IN,US,18,52.8,125.84,OUT,GB,22,27.5
283,0,clean,150.4,OUT,CA,11,46.5,25.11,OUT,CA,15,57.6,49.87,OUT,US,11,22.3,35.02,IN,US,21,50.1,24.78,OUT,GB,15,30.3,98.8,OUT,US,15,21.9,83.79,OUT,US,11,18.6,143.63,IN,US,17,65.7,13.15,IN,US,12,66.9,127.91,IN,US,10,67.7,405.19,OUT,CA,8,29.6,38.04,IN,GB,12,49.6,248.67,IN,CA,19,12.6,44.23,IN,CA,14,33.3,18.21,IN,CA,14,19.6,42.76,IN,US,13,53.7,126.29,IN,US,11,27.7,27.92,OUT,US,8,36.8,33.78,IN,US,22,47.7,87.78,IN,US,18,61.8,54.73,OUT,US,9,31.9,87.16,IN,CA,10,68.7,66.04,OUT,US,22,61.2,80.13,OUT,US,14,16.0,38.64,IN,US,18,46.3,65.72,OUT,US,22,15.9,26.0,IN,US,13,48.6,153.05,OUT,CA,20,48.6,32.87,IN,GB,16,30.4,134.7,OUT,GB,14,50.2
